"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","age","subject","participantId","value"
"pavlovia","0","7","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","1","5901","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":3508.2000000476837},{""page_index"":1,""viewing_time"":166.79999995231628},{""page_index"":2,""viewing_time"":182.80000007152557},{""page_index"":3,""viewing_time"":183.79999995231628},{""page_index"":4,""viewing_time"":183.20000004768372},{""page_index"":5,""viewing_time"":166.60000002384186},{""page_index"":6,""viewing_time"":200},{""page_index"":7,""viewing_time"":200.39999997615814},{""page_index"":8,""viewing_time"":416.2999999523163},{""page_index"":9,""viewing_time"":216.70000004768372},{""page_index"":10,""viewing_time"":200},{""page_index"":11,""viewing_time"":266.60000002384186}]","5891.800000071526","","","","","","","","","","","","","","",""
"pit-trial","2","9392","0.0-1.0-1.0-0.0","battery-v0.2","","983.5","&#9776;","elianto","#3366ff99","32","32","1","+10","1483.7999999523163","1","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","131","588108","0.0-1.0-1.25-4.25","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","132","592614","0.0-1.0-1.26-0.26","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","133","597120","0.0-1.0-1.26-1.26","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","134","601622","0.0-1.0-1.26-2.26","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","135","606124","0.0-1.0-1.26-3.26","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","136","610626","0.0-1.0-1.26-4.26","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","137","615132","0.0-1.0-1.27-0.27","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","138","619644","0.0-1.0-1.27-1.27","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","139","624151","0.0-1.0-1.27-2.27","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","140","628658","0.0-1.0-1.27-3.27","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","141","633173","0.0-1.0-1.27-4.27","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","142","637685","0.0-1.0-1.28-0.28","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","143","642186","0.0-1.0-1.28-1.28","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","144","646698","0.0-1.0-1.28-2.28","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","145","651215","0.0-1.0-1.28-3.28","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","146","655725","0.0-1.0-1.28-4.28","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","147","660240","0.0-1.0-1.29-0.29","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","148","664750","0.0-1.0-1.29-1.29","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","149","669264","0.0-1.0-1.29-2.29","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","150","673781","0.0-1.0-1.29-3.29","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","151","678294","0.0-1.0-1.29-4.29","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","152","682799","0.0-1.0-1.30-0.30","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","153","687305","0.0-1.0-1.30-1.30","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","154","691816","0.0-1.0-1.30-2.30","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","155","696330","0.0-1.0-1.30-3.30","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","156","700842","0.0-1.0-1.30-4.30","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","157","705364","0.0-1.0-1.31-0.31","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","158","709876","0.0-1.0-1.31-1.31","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","159","714391","0.0-1.0-1.31-2.31","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","160","718904","0.0-1.0-1.31-3.31","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","161","723418","0.0-1.0-1.31-4.31","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","162","727927","0.0-1.0-1.32-0.32","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","163","732439","0.0-1.0-1.32-1.32","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","164","736941","0.0-1.0-1.32-2.32","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","165","741451","0.0-1.0-1.32-3.32","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","166","745959","0.0-1.0-1.32-4.32","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","167","750471","0.0-1.0-1.33-0.33","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","168","754981","0.0-1.0-1.33-1.33","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","169","759492","0.0-1.0-1.33-2.33","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","170","763997","0.0-1.0-1.33-3.33","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","171","768508","0.0-1.0-1.33-4.33","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","172","773016","0.0-1.0-1.34-0.34","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","173","777528","0.0-1.0-1.34-1.34","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","174","782035","0.0-1.0-1.34-2.34","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","175","786537","0.0-1.0-1.34-3.34","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","176","791049","0.0-1.0-1.34-4.34","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","177","795560","0.0-1.0-1.35-0.35","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","178","800078","0.0-1.0-1.35-1.35","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","179","804591","0.0-1.0-1.35-2.35","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","180","809093","0.0-1.0-1.35-3.35","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","181","813601","0.0-1.0-1.35-4.35","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","182","818105","0.0-1.0-1.36-0.36","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","183","822609","0.0-1.0-1.36-1.36","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","184","827118","0.0-1.0-1.36-2.36","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","185","831631","0.0-1.0-1.36-3.36","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","186","836144","0.0-1.0-1.36-4.36","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","187","840650","0.0-1.0-1.37-0.37","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","188","845158","0.0-1.0-1.37-1.37","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","189","849669","0.0-1.0-1.37-2.37","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","190","854171","0.0-1.0-1.37-3.37","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","191","858688","0.0-1.0-1.37-4.37","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","192","863201","0.0-1.0-1.38-0.38","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","193","867703","0.0-1.0-1.38-1.38","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","194","872214","0.0-1.0-1.38-2.38","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","195","876719","0.0-1.0-1.38-3.38","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","196","881228","0.0-1.0-1.38-4.38","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","197","885735","0.0-1.0-1.39-0.39","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","198","890243","0.0-1.0-1.39-1.39","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","199","894747","0.0-1.0-1.39-2.39","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","200","899265","0.0-1.0-1.39-3.39","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","201","903775","0.0-1.0-1.39-4.39","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","202","908279","0.0-1.0-1.40-0.40","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","203","912784","0.0-1.0-1.40-1.40","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","204","917295","0.0-1.0-1.40-2.40","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","205","921803","0.0-1.0-1.40-3.40","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","206","926310","0.0-1.0-1.40-4.40","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","207","930816","0.0-1.0-1.41-0.41","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","208","935324","0.0-1.0-1.41-1.41","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","209","939833","0.0-1.0-1.41-2.41","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","210","944343","0.0-1.0-1.41-3.41","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","211","951542","0.0-1.0-1.41-4.41","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","212","958659","0.0-1.0-1.42-0.42","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","213","965510","0.0-1.0-1.42-1.42","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","214","972664","0.0-1.0-1.42-2.42","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","215","979511","0.0-1.0-1.42-3.42","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","216","986684","0.0-1.0-1.42-4.42","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","217","993464","0.0-1.0-1.43-0.43","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","218","1000575","0.0-1.0-1.43-1.43","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","219","1007644","0.0-1.0-1.43-2.43","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","220","1014542","0.0-1.0-1.43-3.43","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","221","1021710","0.0-1.0-1.43-4.43","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","222","1028442","0.0-1.0-1.44-0.44","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","223","1035502","0.0-1.0-1.44-1.44","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","224","1042656","0.0-1.0-1.44-2.44","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","225","1049568","0.0-1.0-1.44-3.44","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","226","1056651","0.0-1.0-1.44-4.44","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","227","1063533","0.0-1.0-1.45-0.45","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","228","1070686","0.0-1.0-1.45-1.45","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","229","1077466","0.0-1.0-1.45-2.45","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","230","1084582","0.0-1.0-1.45-3.45","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","231","1091683","0.0-1.0-1.45-4.45","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","232","1098497","0.0-1.0-1.46-0.46","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","233","1105687","0.0-1.0-1.46-1.46","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","234","1112492","0.0-1.0-1.46-2.46","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","235","1119660","0.0-1.0-1.46-3.46","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","236","1126504","0.0-1.0-1.46-4.46","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","237","1133662","0.0-1.0-1.47-0.47","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","238","1140489","0.0-1.0-1.47-1.47","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","239","1147590","0.0-1.0-1.47-2.47","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","240","1154651","0.0-1.0-1.47-3.47","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","241","1161536","0.0-1.0-1.47-4.47","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","242","1168717","0.0-1.0-1.48-0.48","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","243","1175440","0.0-1.0-1.48-1.48","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","244","1182472","0.0-1.0-1.48-2.48","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","245","1189571","0.0-1.0-1.48-3.48","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","246","1196644","0.0-1.0-1.48-4.48","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","247","1203542","0.0-1.0-1.49-0.49","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","248","1210660","0.0-1.0-1.49-1.49","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","249","1217508","0.0-1.0-1.49-2.49","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","250","1224726","0.0-1.0-1.49-3.49","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","251","1231382","0.0-1.0-1.49-4.49","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","252","1238417","0.0-1.0-1.50-0.50","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","253","1244738","0.0-1.0-1.50-1.50","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","254","1322340","0.0-1.0-1.50-2.50","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","255","1448644","0.0-1.0-1.50-3.50","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","256","1555157","0.0-1.0-1.50-4.50","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","257","1678555","0.0-1.0-1.51-0.51","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","258","1811640","0.0-1.0-1.51-1.51","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","259","1938968","0.0-1.0-1.51-2.51","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","260","2069987","0.0-1.0-1.51-3.51","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","261","2198127","0.0-1.0-1.51-4.51","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","262","2325615","0.0-1.0-1.52-0.52","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","263","2458935","0.0-1.0-1.52-1.52","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","264","2585720","0.0-1.0-1.52-2.52","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5",""
