"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","age","subject","participantId"
"pavlovia","0","8","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","1","7125","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":3781.600000023842},{""page_index"":1,""viewing_time"":183.5},{""page_index"":2,""viewing_time"":183.39999997615814},{""page_index"":3,""viewing_time"":183.30000007152557},{""page_index"":4,""viewing_time"":182.59999990463257},{""page_index"":5,""viewing_time"":167.40000009536743},{""page_index"":6,""viewing_time"":300},{""page_index"":7,""viewing_time"":399.7999999523163},{""page_index"":8,""viewing_time"":416.7000000476837},{""page_index"":9,""viewing_time"":433.1999999284744},{""page_index"":10,""viewing_time"":466.7000000476837},{""page_index"":11,""viewing_time"":416.6999999284744}]","7115.600000023842","","","","","","","","","","","","","",""
"pit-trial","2","10549","0.0-1.0-1.0-0.0","battery-v0.2","","919","&#9776;","elianto","#3366ff99","32","32","1","+10","1419","1","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","133","597635","0.0-1.0-1.26-1.26","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","134","602137","0.0-1.0-1.26-2.26","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","135","606640","0.0-1.0-1.26-3.26","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","136","611149","0.0-1.0-1.26-4.26","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","137","615658","0.0-1.0-1.27-0.27","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","138","620169","0.0-1.0-1.27-1.27","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","139","624673","0.0-1.0-1.27-2.27","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","140","629177","0.0-1.0-1.27-3.27","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","141","633683","0.0-1.0-1.27-4.27","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","142","638189","0.0-1.0-1.28-0.28","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","143","642691","0.0-1.0-1.28-1.28","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","144","647196","0.0-1.0-1.28-2.28","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","145","651703","0.0-1.0-1.28-3.28","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","146","656209","0.0-1.0-1.28-4.28","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","147","660716","0.0-1.0-1.29-0.29","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","148","665224","0.0-1.0-1.29-1.29","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","149","669730","0.0-1.0-1.29-2.29","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","150","674236","0.0-1.0-1.29-3.29","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","151","678745","0.0-1.0-1.29-4.29","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","152","683252","0.0-1.0-1.30-0.30","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","153","687756","0.0-1.0-1.30-1.30","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","154","692267","0.0-1.0-1.30-2.30","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","155","696774","0.0-1.0-1.30-3.30","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","156","701275","0.0-1.0-1.30-4.30","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","157","705777","0.0-1.0-1.31-0.31","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","158","710279","0.0-1.0-1.31-1.31","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","159","714784","0.0-1.0-1.31-2.31","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","160","719290","0.0-1.0-1.31-3.31","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","161","723794","0.0-1.0-1.31-4.31","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","162","728306","0.0-1.0-1.32-0.32","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","163","732810","0.0-1.0-1.32-1.32","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","164","737316","0.0-1.0-1.32-2.32","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","165","741820","0.0-1.0-1.32-3.32","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","166","746321","0.0-1.0-1.32-4.32","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","167","750827","0.0-1.0-1.33-0.33","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","168","755338","0.0-1.0-1.33-1.33","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","169","759842","0.0-1.0-1.33-2.33","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","170","764344","0.0-1.0-1.33-3.33","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","171","768850","0.0-1.0-1.33-4.33","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","172","773357","0.0-1.0-1.34-0.34","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","173","777863","0.0-1.0-1.34-1.34","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","174","782371","0.0-1.0-1.34-2.34","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","175","786876","0.0-1.0-1.34-3.34","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","176","791383","0.0-1.0-1.34-4.34","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","177","795887","0.0-1.0-1.35-0.35","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","178","800392","0.0-1.0-1.35-1.35","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","179","804901","0.0-1.0-1.35-2.35","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","180","809404","0.0-1.0-1.35-3.35","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","181","813909","0.0-1.0-1.35-4.35","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
"pit-trial","182","818412","0.0-1.0-1.36-0.36","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","9999","3&age=9999&participant_ID=5&order=1","5"
